Date,Open,High,Low,Close,Adj Close,Volume,stock_symbol,stock_name,stock_industry
1/5/2016,47.02497482,48.3054924,37.32573318,39.69605255,38.91469574,118346092,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2016,39.77779007,47.81508255,38.19757462,47.27017975,46.33974457,134487289,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2016,47.43365097,47.54263306,43.31964874,43.94628525,43.08127213,161020891,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2016,44.19149017,44.54567337,38.44277954,39.66880798,38.88798904,152542414,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2016,39.72329712,40.81310272,34.49224854,35.80001068,35.09534836,94035392,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2016,35.9634819,39.66880798,35.9634819,36.45389175,35.73635101,87485445,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2016,36.67185211,37.38022232,31.79498672,37.08052826,36.3506546,81935736,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2016,37.2167511,42.03912735,36.2359314,41.71218872,40.89115143,82607897,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2017,42.39331436,51.16622543,41.30351257,47.48814011,46.55341339,138905475,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2017,47.9513092,54.8987999,47.51538849,53.67277145,52.6163063,200447846,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2017,53.94522095,60.04811478,50.53958893,59.14902878,57.98477554,169360380,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2017,59.31249619,87.56562805,58.46789932,59.36698914,58.19844437,682488721,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2017,59.36698914,69.09347534,58.05922318,63.64446259,62.39171982,453347261,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2017,63.86242294,74.48799896,63.34476852,72.25389862,70.83169556,321210770,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2017,72.14492035,78.65649414,71.92696381,75.14187622,73.66282654,164770773,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2017,75.14187622,78.38404083,57.10564804,72.22665405,71.18171692,241131449,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2017,72.33563995,75.65953827,61.6555748,63.37201309,62.45517731,183800095,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2017,63.37201309,74.32452393,60.12984848,72.09043121,71.04747009,161414210,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2017,72.36288452,88.27400208,71.8452301,79.88252258,78.72682953,231324742,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2017,80.10047913,92.27902222,71.79073334,90.64431763,89.33292389,265030731,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2018,90.34461975,120.1507187,88.35573578,116.1729431,114.4922104,346774960,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2018,116.0639572,121.7854233,99.55345154,110.9146423,109.3099823,193456639,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2018,110.9146423,112.6310806,81.02680969,85.22254944,83.98959351,420346169,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2018,85.71295929,99.22671509,80.15496826,89.89112854,88.59062958,286283745,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2018,89.89112854,90.78939819,74.20349121,77.6361618,76.51296234,192412252,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2018,77.6361618,88.03042603,69.74422455,72.59944153,71.54911804,204014415,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2018,72.3748703,132.6551819,64.70749664,125.4048615,123.5905762,687765190,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2018,125.7577515,151.8396606,114.8501968,144.525177,142.8847198,530802132,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2018,145.0063934,170.6499939,125.5999985,130.6000061,129.1175995,389756228,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2018,127,176.6999969,121.3499985,170,168.0703888,175616032,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2018,171.0500031,179.5,154.25,165,163.127121,105919031,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2018,166.0500031,168.5,134.5,161,159.1725464,96089102,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2019,160.8999939,162.3500061,118.9499969,137.1499939,135.5932465,70910257,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2019,136.9499969,144.8000031,114.8000031,128.8500061,127.3874741,141034752,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2019,130.3500061,150.75,128.8500061,146.75,145.0842743,101658898,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2019,147.4499969,153.3000031,125,127.0500031,125.6078949,84096284,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2019,127.0500031,180.8000031,113,154.75,152.9934845,259447184,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2019,154,161.8999939,140.3500061,150.5,148.7917175,95314002,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2019,150.6499939,161.8000031,123.8499985,128.8000031,127.3380432,134769773,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2019,128.6000061,138.3000031,121.1500015,137.3500061,136.2041931,100071949,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2019,137.3500061,155.3999939,130.6000061,145.8500061,144.6333008,83432166,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2019,146.1000061,201.3000031,134.1000061,199.6499939,197.9844666,118061508,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2019,199,221.5,194.0500031,214.8999939,213.107254,88000203,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2019,212,220.8000031,202.3999939,208.3500061,206.6118927,57055289,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2020,209,238.3500061,194.5500031,229.4499969,227.5358582,84990733,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2020,228,261,215.6000061,218.6499939,216.8259583,78330548,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2020,223,228.6499939,116.4000015,137.6000061,136.4521179,91280370,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2020,138.9499969,155.4499969,128,141.3999939,141.2461548,62516129,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2020,141.3999939,153.6000061,127.3000031,148.3500061,148.1886139,68687648,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2020,150,169.1999969,141,156.25,156.0800018,109059623,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2020,157.1499939,190.8500061,145.1999969,175.25,175.0593262,87015119,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2020,175.25,322.3999939,171.1999969,279.5499878,279.2458496,225494825,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2020,279.9500122,307.9500122,257.5,297.1000061,296.7767639,172657113,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2020,299.7999878,347.5,296,339.7000122,339.3304138,116033307,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2020,339.1000061,415.5,333.0499878,398.3999939,397.9665222,108853748,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2020,398,507,395.1000061,479.5499878,479.0282288,132288318,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2021,477,552.9500122,477,506.6499939,506.0987549,90013005,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2021,510.5,862.4000244,496.8999939,833.6500244,832.743042,197824433,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2021,840.75,1093,836.4500122,1031.150024,1030.028198,195970812,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2021,1043.400024,1251.599976,1035,1158.699951,1157.439331,201670814,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2021,1145.099976,1351.550049,1122.650024,1316.300049,1314.86792,157350068,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2021,1319.900024,1717.199951,1201.199951,1507.550049,1505.909912,334853920,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2021,1509.550049,1522.550049,1332.75,1420.25,1418.704712,97114255,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2021,1435,1596.849976,1361.550049,1587.599976,1586.925415,92445588,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2021,1594.900024,1628.449951,1381.349976,1468.099976,1467.476196,73266296,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2021,1465,1672.949951,1367.699951,1423.599976,1422.995117,57811330,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2021,1436,1788.900024,1411.199951,1662.849976,1662.143433,56435685,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2021,1694,1788,1555.199951,1709.449951,1708.723511,33501701,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2022,1713,1908.5,1654.5,1714.949951,1714.221191,39454077,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2022,1727.949951,1809,1528.800049,1644.449951,1643.751221,30103337,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2022,1644.449951,2042,1539.300049,2014.75,2013.893921,33084069,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2022,2018,2420.949951,2013.050049,2332,2331.009033,40068588,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/5/2022,2325,2362.899902,1906.199951,2167.550049,2166.628906,33918429,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/6/2022,2169.949951,2274,2025,2190.899902,2189.968994,40585829,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/7/2022,2189.899902,2622,2138.25,2569.199951,2568.108154,23823202,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/8/2022,2575.850098,3263.100098,2569.199951,3194.350098,3194.350098,47295403,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/9/2022,3200,3885,3184.399902,3455.75,3455.75,83930311,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/10/2022,3440,3460.050049,3110.199951,3347.449951,3347.449951,40771715,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/11/2022,3361.899902,4096,3352,3917.899902,3917.899902,53422331,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/12/2022,3937.5,4190,3616.800049,3858.350098,3858.350098,40808180,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2023,3870,3880,2665,2973.899902,2973.899902,79652039,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/2/2023,2995,3010.75,1017.450012,1363.849976,1363.849976,309371332,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/3/2023,1424,2135,1407.900024,1750.449951,1750.449951,228029587,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/4/2023,1750.449951,1944,1671.550049,1930,1930,57292511,ADANIENT,Adani Enterprises Ltd.,Metals & Mining
1/1/2015,319,352.75,315.6000061,341.0499878,327.2174683,59235956,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2015,339.5,349.6499939,292.5,346.25,332.206543,44106318,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2015,334.5,343.2999878,295.3999939,308.2000122,295.6998596,55957757,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2015,308.4500122,333.6000061,298.5,317.5499878,304.6705627,34794555,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2015,317.5499878,354.7999878,315.3999939,323.8500061,310.7150574,50612884,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2015,325.7999878,325.7999878,288,307.8999939,296.3476257,95889363,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2015,308.7999878,334.7000122,306.5,325,312.8060608,75588488,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2015,326,374.7999878,324,355.4500122,342.1135559,126748009,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2015,344.9500122,354.75,293,299,287.7815552,78352913,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2015,302.9500122,331,294.3500061,296.25,285.1347351,57281187,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2015,293.1000061,302.7000122,261.6000061,268,257.9446716,64574740,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2015,269,269.3500061,238.75,260.8999939,251.1110382,68928502,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2016,261,268.2999878,207.1499939,212.25,204.2864075,79768159,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2016,213.25,223.9499969,169.1499939,196.6999969,189.3198395,89682732,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2016,198,250,196.3500061,247.6999969,238.4063263,62970988,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2016,248,249.4499969,214.6999969,238.1999969,230.3016663,66031440,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2016,237,242.4499969,169.6999969,192.1499939,185.778595,198503146,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2016,192.8500061,211.8999939,192.5,206.8500061,199.9911804,96614344,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2016,205.1000061,233.5,203.8000031,232.3999939,224.693985,93620903,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2016,234.4499969,279.7000122,221.5,262.9500122,254.2309723,134998949,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2016,263.1499939,277.7000122,249.1000061,256.75,248.2365723,88897430,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2016,260.7000122,317,248.1000061,307,296.820343,103956760,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2016,307,308,245.1499939,277.8999939,268.6852722,97722875,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2016,280,291.6499939,257.25,268.4500122,259.548645,72455318,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2017,269.7999878,308.9500122,267,293.3500061,283.6229858,68379565,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2017,295.5499878,315.8999939,293.6499939,301.75,291.7444153,60673961,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2017,302.9500122,342.7000122,291,339.6000061,328.3394165,84663638,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2017,340.6000061,359.25,317.6000061,327.7000122,316.8339844,85427717,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2017,327.7000122,362.5499878,323.8999939,339,327.7593079,94271017,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2017,337.6000061,377.7000122,337.6000061,363.0499878,351.0118713,87298310,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2017,364.8999939,398.4500122,359.5,395.8999939,382.772583,67028478,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2017,397.4500122,421.5,369.6499939,392.9500122,381.1725464,64604166,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2017,394.9500122,414.7000122,363.7000122,376.75,365.4580994,68583352,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2017,376.75,439,375.1000061,430.3500061,417.4515686,65064056,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2017,432,443.2999878,395,398,386.071167,86772591,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2017,400.8999939,414.5,374.0499878,405.6499939,393.4918518,85848826,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2018,406.7000122,452.3500061,395,428.8500061,415.996521,91364370,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2018,431,433,387,408.3500061,396.1109619,48736456,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2018,408.3500061,413.75,350.4500122,354.1000061,343.486908,76399301,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2018,356,411.2999878,356,407.2999878,395.0924377,72262375,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2018,407.2999878,415.6499939,364.7000122,392.1499939,380.3964844,66024227,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2018,394.1000061,395.3999939,355.1499939,373.1499939,361.9659424,67266667,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2018,371,402.4500122,355.6000061,399.75,387.7687073,46442874,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2018,402.9500122,406.3999939,367.2999878,383.1499939,373.5397949,57426791,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2018,384,392.9500122,316.5499878,328.8999939,320.6505127,54768118,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2018,328,339.2999878,294.1000061,318.8500061,310.8525696,94145410,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2018,322.7000122,374.6000061,313.8999939,365.6499939,356.4787292,76472473,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2018,367.4500122,390.75,347,387.7000122,377.9756775,76246687,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2019,386.2999878,402.7000122,292.1000061,338.6499939,330.1559448,84534851,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2019,339.8999939,359.25,315.75,325.8500061,317.6769714,133558828,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2019,328.7999878,385.8999939,327,378.1499939,368.6651917,70090763,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2019,380.9500122,396.5499878,373,392.7999878,382.9477539,45592283,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2019,392.7999878,430.6000061,359.1000061,416.3999939,405.9558411,119239950,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2019,416.3999939,429.8500061,389.7000122,410.2000122,399.9113464,75393310,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2019,412,421.5,368.6499939,377.5499878,368.0802307,50080858,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2019,376,380.5,339.6499939,365.7000122,356.7150879,55497170,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2019,365.7000122,420.6000061,356.6499939,413.9500122,403.7796021,61820372,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2019,415.2000122,428.8500061,390.6499939,395.7999878,386.075531,61007146,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2019,396,397.25,361.5499878,382.0499878,372.6633301,87818122,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2019,381.1000061,383.3500061,357.3500061,366,357.0076904,75412433,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2020,368,394.6000061,366,369.3999939,360.3241272,80452317,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2020,369.7999878,378.8999939,339.2000122,342.2000122,333.79245,49007422,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2020,346.1000061,351.8999939,203,251.3000031,245.1257629,151020987,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2020,246.0500031,296,235.0500031,290.1000061,286.0997925,78640218,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2020,290.1000061,334.1499939,261.1000061,323.7999878,319.335083,115156670,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2020,326,360,325.7999878,343.8999939,339.1579285,75692680,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2020,345.8999939,366.7999878,298,315.2000122,310.8536987,81868680,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2020,311,378.3500061,308.6499939,355.75,350.8445435,104521798,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2020,357,368,312.1000061,341.75,337.0375671,93304654,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2020,345.5,373.8999939,341.1499939,359.8500061,354.8880005,97436327,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2020,360,416,347.2000122,411.5499878,405.8750916,191509173,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2020,415,492.9500122,412,483.75,477.0795288,174958506,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2021,485,562.5,482.5499878,509.7000122,502.6717224,152501957,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2021,514.2999878,711.3499756,500.1000061,675.9000244,666.5800171,278950983,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2021,684.5999756,767.7999878,657.0999756,702.4000244,692.7145996,309948565,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2021,713.5,885,689.5,730.0499878,719.9832764,554668446,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2021,727.6500244,791.9000244,713.75,769.5499878,758.9385986,263029100,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2021,773.0999756,901,638.0999756,703.7000122,693.9966431,691052260,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2021,706,737,654.2000122,674.5,669.8594971,217234081,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2021,682,754,665,748.2999878,743.1517334,197702290,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2021,750.0499878,786,733,737.9000244,732.8233032,101033201,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2021,735.8499756,829.9000244,681.1500244,693,688.2322388,116983309,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2021,705,774.2999878,679.7000122,683.8499756,679.1451416,80732848,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2021,695,794.9500122,682.75,730.2999878,725.2755737,107958087,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2022,732,795,689,716.2999878,711.3718872,98067038,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2022,721,750.8499756,651.9500122,707.5,702.6324463,90693007,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2022,707.5,781,663.5499878,774.2000122,768.8735962,109284362,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2022,774.5,924.6500244,774.5,856.4000244,850.5080566,189647877,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/5/2022,850,864.2000122,668.1500244,739.8499756,734.7598877,140748278,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/6/2022,739.7999878,758.5,653.0999756,672.0499878,667.4263306,76722247,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/7/2022,670,775.6500244,656,763.7000122,758.4458008,60685265,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/8/2022,770,891.9000244,765.0499878,842.1500244,842.1500244,143682882,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/9/2022,841.7999878,987.8499756,801,820.6500244,820.6500244,197471660,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/10/2022,821,835,771.6500244,823.5499878,823.5499878,114721617,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/11/2022,827.7000122,916,823.5,881,881,163279545,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/12/2022,884.75,912,785.2999878,818.0999756,818.0999756,108663134,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2023,823,826.75,537,612.6500244,612.6500244,231070475,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/2/2023,627,629,395.1000061,592.4500122,592.4500122,549832517,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/3/2023,598,722.75,571.5499878,631.9000244,631.9000244,310686036,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/4/2023,638.5499878,682.5,622.1500244,680.5,680.5,70490744,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services
1/1/2015,1131,1439.900024,1079.75,1313.550049,1273.724243,4999743,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare
1/2/2015,1350,1383.25,1211,1302.150024,1262.670044,3258324,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare
1/3/2015,1313,1478.699951,1312,1369.199951,1327.687012,4590282,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare
